Question,Answer
When was the Experimental Mechanized Force disbanded according to the text?,1928
"Who introduced rapid movement, concentrated power, and integrated military effort in wars, a concept that is often associated with blitzkrieg?",Swedish King Gustavus Adolphus
In which war was the German military given an opportunity to return to the traditional war of movement as practiced by Moltke the Elder due to the appearance of aircraft and tanks?,The First World War
Who is Heinz Guderian widely regarded as?,Heinz Guderian is widely regarded as a military strategist.
In what war did the German army not achieve short-order victories according to the text?,The German army did not achieve short-order victories in the First World War.
Who was influential in developing the military methods of warfare used by Germany's tank men at the start of the Second World War?,Heinz Guderian
What style of warfare came to be branded as a result of the shockingly-rapid collapse in the armies that opposed it during the start of the Second World War?,Blitzkrieg warfare
Who was the Chief of the General Staff from 1935 to 1938?,Ludwig Beck
What important document did Ludwig Beck author while he was the Chief of the General Staff?,Army Regulation 300 (Troop Leadership)
Who created the German tactical and operational methodology for tanks in the 1920s-1930s?,Heinz Guderian
"What was the title of the book where Heinz Guderian explained his theories on tank warfare and defended them, published in 1937?",Achtung Panzer!
Who was the author of the first quote about tanks in the text?,Cle
"What did Guderian indicate about reinforcements during an offensive attack compared to a defensive one, according to the text?","Guderian indicated that defenders could reinforce an area faster than attackers could penetrate it, and that this issue was exacerbated in the First World War."
Who was the person responsible for advocating for a higher rate of movement and the widespread use of tactical radios in tanks during warfare?,Guderian
"In which year was a widely influential book about tank warfare published, gaining a wide audience within the German Army?","1934 (The book ""Der Kampfwagenkrieg"" by Ludwig Ritter von Eimannsberger)"
Who was Ernst Volckheim and what was he influential in?,Ernst Volckheim was a historian who was influential in writing about tank and combined arms tactics.
What is the primary function of a bank vault?,"The primary function of a bank vault is to store and protect valuables, cash, and important documents."
What is the origin of the term 'vault' in banks?,The term 'vault' comes from the fact that these storage areas were located in basements where the ceilings were vaulted.
"Where are modern bank vaults typically found, apart from banks themselves?","Modern bank vaults are also common in other buildings such as post offices, grand hotels, rare book libraries, and certain government ministries."
What was the typical material used in constructing old bank vaults?,Old bank vaults were made with steel-reinforced concrete.
How thick were the walls of old bank vaults compared to modern ones?,"The walls of old bank vaults were usually at least 1 ft (0.3 m) thick, while modern ones are typically thinner and lighter."
What is the typical thickness of a bank vault from the middle of the 20th century?,An ordinary bank vault from the middle of the 20th century might have been 18 in (45.72 cm) thick.
"How strong is a modern modular concrete panel used for making bank vaults, compared to an 18-inch (45.72 cm) standard concrete panel?","A panel of this modern concrete, though only 3 in (7.62 cm) thick, may be up to 10 times as strong as an 18 in-thick (45.72 cm) panel of regular concrete."
Which bank in Hiroshima survived the atomic blast?,Teikoku Bank
What was the name of the operation at the Nevada National Security Site where a Mosler vault was exposed to an atomic blast?,Operation Plumb Bob - Project 30.4
What is unique about the consistency of concrete used in bank vaults?,"Vault concrete has zero slump, which means it is much thicker than regular construction concrete."
How long does it take for vault concrete to cure compared to most concrete?,"Vault concrete cures in only six to 12 hours, whereas most concrete needs three to four days to cure."
When were round vault doors popular?,Round vault doors were popular in the early 20th century.
What is a day gate used for in a bank's vault?,"A day gate is used for limited vault protection while the main door is open, and it keeps casual visitors out rather than providing true security."
What organization is responsible for quality control of much of the world's vault industry?,"Underwriters Laboratories, Inc. (UL) in Northbrook, Illinois."
Which European standard covers the testing regime for penetrative resistance to forcible attack on bank vaults?,Euronorm 1143-1:2012 (also known as BS EN 1143-1:2012).
In which time period did the development of improved concrete material significantly affect y?,The 1980s and 1990s
What is a thermal lance and when was it first used in relation to bank vaults?,"A thermal lance is a tool that can produce temperatures of 6,600–8,000 °F (3,650–4,430 °C) by burning iron rods in pure oxygen ignited by an oxyacetylene torch. It was first used in relation to bank vaults in the 21st century."
What city was the Sarajevo Tunnel located during the Siege of Sarajevo?,Sarajevo
Where were more than 70 tunnels used for smuggling during the Cold War era?,Between West Berlin and East Berlin
Where was the tunnel primarily used for smuggling located?,"The tunnel was located at Vakia, near the border of the Schengen Area."
What is the location of the Hayle tunnel in Cornwall that seems to have been built specifically for smuggling?,"The Hayle tunnel is located in Cornwall, England."
Where were smugglers known to have been active at one time?,Beith in North Ayrshire was a notorious haunt of smugglers.
What was the rumored underground structure in Beith linked to?,The legend has it that a tunnel ran from the town centre down to Kilbirnie Loch.
Who initiated the construction of the tunnel?,"The text does not provide specific names of the individuals who initiated the construction of the tunnel. However, it is mentioned that three men were later arrested."
What was being transported through the completed tunnel on July 14?,Marijuana packets were being transported through the tunnel on July 14.
What year was the tunnel discovered on the US-Mexico border?,The tunnel was discovered in 2006.
Where did the US end of the 2006 discovered tunnel exit?,The US end of the 2006 discovered tunnel exited near a warehouse in San Diego.
Who was arrested by US Immigrations and Customensions on January 30 in relation to the tunnel?,A Mexican citizen linked to the tunnel via the US warehouse operated by V&F Distributors LLC.
Which drug cartel is believed to be behind the construction and operation of the tunnel?,Tijuana's Arellano-Felix drug syndicate or some other well-known drug cartel.
"Who was believed to be responsible for the tunnels discovered between Tijuana and Otay Mesa, San Diego, California?",The Sinaloa cartel from Mexico.
How much cannabis was confiscated between the two discovered tunnels?,"Over 40 short tons (36,000 kg)."
"What type of tunnel was found near Nogales, Arizona in December 2012?",A tunnel 3 feet in diameter and 100 yards long.
"What was the primary purpose of the tunnel discovered in Nogales, Arizona in February 2014?",To smuggle marijuana and other drugs into the US.
What was found inside the first discovered tunnel connecting Tijuana to San Diego?,Marijuana and 0.5 pounds (0.23 kg) of heroin were found inside the tunnel.
"How long was the tunnel that was discovered in May 2022, connecting Tijuana to San Diego?","The tunnel extended ""six football fields"" in length."
What was seized at an unspecified location in the given historical text?,"Over 1,762 pounds (799 kg) of cocaine, 165 pounds (75 kg) of methamphetamine, and 3.5 pounds (1.6 kg) of heroin were seized."
How many tunnels used for infiltration and smuggling have been discovered along the India-Pakistan border since 1997?,"A total of 12 tunnels have been discovered, with 5 in Punjab frontier and 7 in Jammu frontier."
What countries are linked by the smuggling tunnels discovered by Border Security Force?,India and Bangladesh
Where were tunnels discovered under the Demilitarized Zone?,North Korea and South Korea
What is the location of the Military Demarcation Line between North and South Korea?,The Military Demarcation Line between North and South Korea lies between North and South Korea.
Where do the Gaza Strip smuggling tunnels connect?,The Gaza Strip smuggling tunnels connect Egypt and the Gaza Strip.
"What was the name of the area specified in the Oslo accords, and under whose control was it?","The area specified in the Oslo accords is known as rridor, and it is under Israeli military control."
What territorial gains did Bulgaria achieve with the Treaty for friendship and alliance between Bulgaria and Germany in 1915?,Bulgaria achieved territorial expansion towards Serbia with the Treaty for friendship and alliance between Bulgaria and Germany in 1915.
Who were the military leaders of Serbia during World War I?,"Radomir Putnik, Živojin Mišić, Stepa Stepanović, Petar Bojović, Pavle Jurišić Šturm"
Which battles were fought in 1916 between Bulgaria and the Entente during World War I?,"First battle of Doiran, Battle of Florina (Lerin), Struma operation, Monastir offensive."
Which countries were involved in the Franco-Turkish War?,France and Turkey
When did the Treaty of Brest-Litovsk take place according to the given historical text?,The Treaty of Brest-Litovsk took place in 1918.
Who controlled Cilicia (Çukurova) from December 1918 to October 1921 after World War I?,The French Army
"What was one reason for French interest in the region, as mentioned in the text?",The Sykes-Picot Agreement of 1916 and the refugee crisis following the Armenian genocide
What were the priorities for the British after the agreement regarding southern Anatolian regions?,"The British prioritized looking after the cities of Antep, Marash, and Urfa."
What was one of the first things the French military did after the armistice of Mudros?,One of the first things the French military did after the armistice of Mudros was to control the strategically important Ottoman coal mines in which French capital held significant stakes.
Who did nguldak and Karadeniz Ereğli replace in commanding the Ottoman coal mining region?,The French troops
When did French troops start withdrawing from Karadeniz Ereğli?,On 8 June 1920
Where was the first landing during the Great Summer Offensive of the Greek army in 1920?,The first landing took place at Mersin.
What were the initial goals of the expeditionary force that landed on 17 November 1918?,The initial goals of the expeditionary force were to occupy ports and dismantle the Ottoman administration.
"Who was the governor of the French occupation zone in Mardin from January 1, 1919, to September 4, 1920?",Édouard Brémond
"Who succeeded Édouard Brémond as the governor of the French occupation zone in Mardin after September 4, 1920?","Julien Dufieux (initially from September 1920 until December 23, 1921)"
Who held the territories in Turkey after the Greek threat was overcome?,The Turkish National forces held the territories in Turkey.
What was the strategic goal of opening a southern front by moving Armenians against the Turkish National forces?,"The strategic goal was to open a southern front by moving Armenians against the Turkish National forces, but this goal was a failure after the defeat of the Greek forces to the west."
Who allowed the French army safe passage out of Cilicia?,The Kemalists (or Turkish National Movement)
When was the Cilicia Peace Treaty between France and the Turkish National Movement signed?,9 March 1921
"Where did the troops leave Adana, Ceyhan, and Tarsus on January 5th?",They left these cities in Turkey.
Which British colonies were requested for military support during the Greco-Turkish War's end?,The historical text does not specify which British colonies were requested for military support.
Who broke Triple Entente solidarity and signed a separate agreement with the Turkish National Movement during the Turkish War of Independence?,France
Was the Treaty of Ankara successful in resolving all problems related to the sanjak of Alexandretta?,"No, the Treaty of Ankara did not resolve all the problems connected with the sanjak of Alexandretta."
Who cleared the Ottoman debts according to the Treaty of Lausanne?,The Republic of Turkey
"What was the name given to the land that the Turks claimed in the Misak-ı Millî, which caused tension between them and another country?",Sanjak of Alexandretta (or Hatay)
When were the first wells constructed?,At least eight thousand years ago.
What materials have been used traditionally to line well shafts for stability?,"Wood or wickerwork, dating back at least to the Iron Age."
What is the primary purpose of a well?,A well is lowered into the hole for the purpose of collecting water.
How are deeper wells typically excavated?,"Deeper wells can be excavated by hand drilling methods or machine drilling, using a bit in a borehole."
What is the role of a hydrogeologist or groundwater surveyor in relation to wells?,They can select the site for a well.
Why should the supply from a well be avoided from contamination by pathogens or chemical contaminants?,To prevent impurities from the surface reaching shallow sources and potential health risks.
Who built the first known shaft well in Cyprus?,The first known shaft well in Cyprus was built by people from around 8400 BC.
When were wood-lined wells first documented?,"Wood-lined wells were first documented during the early Neolithic period, specifically around 7000 BC."
When was the well excavated at the Hemedu excavation site built?,The well at the Hemedu excavation site was believed to have been built during the Neolithic era.
What tools were used in Egypt for lifting water during the time period discussed in the text?,"In Egypt, shadoofs and sakias were used for lifting water during the time period discussed in the text."
When and where was one of the world's oldest known wells discovered?,"The oldest known well was discovered in Cyprus, and it dates back to around 7000–8,500 BC."
Where were the earliest recorded salt wells dug and when did this occur?,"The earliest recorded salt wells were dug in the Sichuan province of China around 2,250 years ago."
What was used to drill oil wells up to about 240 meters deep in ancient China?,Bamboo poles were used to drill oil wells.
In what century was natural gas known and used for lighting and heating in Japan according to ancient records?,Natural gas was known and used for lighting and heating in Japan during the 7th century.
What is the traditional method for hand-digging wells in the past?,"The traditional method for hand-digging wells in the past was to excavate with shovels, brace horizontally to avoid collapse, and line with stone or brick."
How has the process of digging wells changed in modern times?,"In modern times, a more efficient method called caissoning uses reinforced concrete or plain concrete pre-cast well rings that are lowered into the hole."
What is a hand-dug well used for primarily?,A hand-dug well is used to access groundwater in rural locations of developing countries.
How deep can a hand-dug well potentially go?,A hand-dug well has been successfully excavated to 60 meters (200 feet).
What are some practical issues with hand-dug wells?,"Hand-dug wells can be impractical in areas with hard rock, time-consuming even in favorable areas, susceptible to yield fluctuations and possible contamination, expensive for equipment in developing countries, and potentially dangerous due to collapse or falling objects."
Why is it important for hand-dug well construction to have a well-trained team?,"A well-trained team is crucial for hand-dug well construction because the capital investment for equipment can be large, and the construction process can be dangerous due to collapse or falling objects."
What is the deepest hand-dug well mentioned in the text?,"The Woodingdean Water Well, which is 392 metres (1,285 ft) deep."
Which place has the world's largest hand-dug well according to the text?,"Greensburg, Kansas, but it's smaller than other mentioned wells by volume."
What tools are used to construct drilled wells?,"Drilled wells are constructed using various types of drilling machines, such as top-head rotary, table rotary, or cable tool."
How is a driver used in the process of drilling a well?,A driver is a weighted pipe that slides over the pipe being driven and is repeatedly dropped on it during the drilling process.
What is the typical depth range for water wells?,Water wells typically range from 3 to 18 meters deep.
Can water wells be deeper than 900 meters in some areas?,"Yes, in some areas, water wells can go deeper than 900 meters."
What type of fluid is used in mud rotary drilling?,"A specially made mud, or drilling fluid, is used in mud rotary drilling."
When is the steel casing usually put in place during the drilling process?,The steel casing is usually put in place after the drilling process is completed.
What type of drill design causes the bit to twist at approximately 1⁄4 revolution per drop?,Cable tool drilling design
In what types of wells is the casing typically made of plastic/PVC?,Mud rotary wells and wells drilled into solid rock.
What method is often used to connect sections of casing in a drilled well?,The sections of casing are usually connected by solvent welding or gluing.
"What is the typical diameter of sections of casing for a well, depending on local groundwater conditions?","The sections of casing are usually between 10 cm (30 cm maximum) and 30 cm (12 cm minimum), depending on the intended use of the well."
What is done to the larger hole drilled for oil or gas extraction before a smaller hole is completed?,The larger hole is typically completed from a predetermined depth or confining formation.
What material is used to fill the annular space between the large borehole and the smaller casing in an oil or gas well?,"Bentonite clay, concrete, or other sealant materials are used to fill this space."
What is left at the bottom of a well to allow water flow?,"A screening device, filter pack, slotted casing, or open bore hole."
In what type of formations are constructed screens typically used in wells?,Unconsolidated formations like sands and gravels.
What is placed inside the well to filter unwanted materials before the water enters the pumping zone?,A slotted screen or undersized screen is placed inside the well and a filter medium is packed around it.
"What is a Ranney well or Ranney collector, commonly referred to as?",It is a special type of water well constructed adjacent to freshwater lakes or streams.
What is the primary purpose of a collector well lateral?,A collector well lateral is used to collect water from an aquifer.
"How does a small diameter well differ from a water well constructed for pumping groundwater, according to the text?","A small diameter well can be pumped, but this distinction by use is common; a water well constructed for pumping groundwater cannot be used passively as a monitoring well."
What is one advantage of shallow pumping wells?,Shallow pumping wells can supply drinking water at a very low cost.
Why are dug and driven wells relatively easy to contaminate compared to deeper wells?,"Dug and driven wells are relatively easy to contaminate because impurities from the surface easily reach shallow sources, leading to a greater risk of contamination."
What is one common source of bacterial contamination in well water?,Fecal material from humans and animals.
Which viruses are commonly found as contaminants in well water?,"Norovirus, sapovirus, rotavirus, enteroviruses, hepatitis A and E."
"What substances are often found in rocket fuel, airbags, and other artificial sources that can contaminate the environment?",Perchlorate
What mineral leached from brass fittings or old lead pipes can be a potential cancer-causing contaminant in water?,Lead
What can clog pipes in a building according to the text?,Iron and manganese bacteria that form slimy black colonies
"What measures can help improve the quality of well water, as suggested in the text?","Lining the well, sealing the well head, fitting a self-priming hand pump, constructing an apron, keeping the area clean and free from stagnant water and animals, moving sources of contamination (pit latrines, garbage pits, on-site sewer systems), carrying out hygiene education, cleaning the well with 1% chlorine solution after construction and periodically every 6 months. Additionally, the well hole should be covered to prevent debris, animals, animal excrement, and wind-blown foreign matter from falling into it."
What helps to some degree in preventing contamination when drawing water from a well?,A suspended roof over an open hole helps to some degree.
Why is education important in protecting drinking water according to the text?,Education of the general population in society plays an important role in protecting drinking water.
Why is it important to center the casing during construction of a groundwater well?,"To minimize groundwater contamination, as incorrect centering allows fluid to travel into the well through the casing annulus."
What should be done with the sealing material (grout) in a groundwater well after it has been placed?,The sealing material should be placed from immediately above the production zone back to the surface.
What method is used for filtering wellwater for personal use?,Wellwater for personal use is often filtered with reverse osmosis water processors.
How can microorganisms in a household well contaminated by microorganisms be initially treated using bleach?,"A household well contaminated by microorganisms can initially be treated by shock chlorination using bleach, generating a concentrated solution of chlorine to kill the microorganisms."
What is a common step taken after water filtration in water treatment?,The common step taken after water filtration is implementing an ultraviolet (UV) system.
What happens to the soil when the water table starts dropping and the soil begins to dry out?,"When the water table of the soil begins to drop and the soil begins to dry out, salt begins to accumulate in a process called soil salination."
What is the potential risk associated with water well drilling in addition to methane seepage?,Soil salination is a large risk when choosing the placement of water wells.
What happens if the water table of soil drops over time due to excessive water extraction from a well?,"Salt begins to accumulate, which can degrade the soil and be harmful to vegetation."
What poses a danger in regards to the drilling and placement of water wells?,The potential for explosion.
"How can old, abandoned natural gas wells near water well systems potentially cause harm?",They can cause methane migration into the water supply.
What is a group of synthetic organofluorine chemical compounds that can pollute groundwater permanently?,Per- and polyfluoroalkyl substances (PFAS)
Which study concluded that a certain percentage of groundwater wells are at high risk of running dry due to local groundwater level decline?,A study concluded that 6-20% of groundwater wells are at high risk.
What towns were founded due to the significance of wells in ancient times?,Wells and Bath in Somerset.
How was water supplied in a well with impermeable walls?,The water in the well is resupplied from the bottom.
What is the formula for calculating the pressure of groundwater at a certain depth below the water table?,"The pressure of groundwater at a certain depth (Pg) can be calculated using the formula Pg = ρgz, where ρ is the mass density of the water, g is the acceleration due to gravity, and z is the distance from the top of the water table to that point."
Why does water flow into a well when it is below the water table level?,Water flows into a well when it is below the water table level because the pressure at the bottom of the well due to the water in the well is less than the pressure (Pg) of groundwater. This difference in pressure forces water into the well.
What does the symbol 'z' represent in this historical text about the flow of water into a well?,z represents the distance from the bottom of the well to the top of the water table.
"In the equation for the volume flow rate into the well, what is represented by 'τ'?",'τ' represents the time constant of the well.
What is the time it takes for a well that is fully depleted (z=0) to practically recover?,It takes approximately 4.6 times the time constant (τ) for a well that is fully depleted to practically recover.
"How long does it take for a well, which is considered ""practically"" recovered when it is 99% recovered from a level at z, to actually recover?","The time for a well to practically recover from a level at z will be calculated by the time constant (τ). However, specific details about this calculation are not provided in the text."
What was the name of the conflict fought between the British Empire and the two Boer republics?,The Second Boer War
Which years mark the duration of the Second Boer War?,From 1899-10-11 to 1902-05-31
Who negotiated with the British authorities in South Africa before the outbreak of the conflict in October 1899?,The Boers (also known as the Afrikaners or South African Republic forces)
Who were the commanding officers that changed British fortunes during the Boer War after General Redvers Buller?,Lord Roberts and Lord Kitchener
Who invaded the Boer republics in early 1900?,The British.
What was the name given to the Boer fighters who took to the hills and launched a guerrilla campaign after their defeat?,"Guerrilla fighters were known as ""Boer Commandos""."
Who were the generals leading the Boer guerrillas during the Second Boer War?,"Louis Botha, Jan Smuts, Christiaan de Wet, and Koos de la Rey."
How many Boer civilians died in concentration camps during the Second Boor War?,"26,000."
Who were interned in concentration camps during the Boer War?,Black Africans were interned in concentration camps.
When did most Boer commanders accept the British terms of surrender and end the Second Boer War?,Most Boer commanders accepted the British terms and surrendered in May 1902.
What was the status of South Africa during the time period mentioned in the text?,South Africa was an elf-governing dominion within the British Empire.
Which countries provided volunteers to support the Boer cause during the war mentioned in the text?,"Countries that provided volunteers to support the Boer cause during the war mentioned in the text included Germany, the United States, Russia, Australia, and Ireland. Some parts of the British Empire also contributed, such as Australia and Ireland."
What caused the Boers to mount preemptive strikes into British-held territory at the start of the war?,The Boers mounted preemptive strikes into British-held territory due to the tension between the two parties.
"Who achieved success in the second phase of the war, and what event marked their success?","The British achieved success in the second phase of the war, and the relief of the sieges was the event that marked their success."
What territory did the British army invade in 1900?,The British army invaded the Transvaal.
Who was leading the British forces during the final phase of the Boer War and what policy did they adopt to deny supplies to the Boer guerrillas?,"Lord Kitchener was leading the British forces, and they adopted a scorched earth policy."
Who surrendered in the Second Boer War?,The Boer forces
When was the Treaty of Vereeniging signed?,31 May 1902
What was the bloodiest conflict between 1815 and 1914?,The Anglo-Boer War (also known as the Second Boer War)
Which war had more British combat casualties between the Crimean War and the Anglo-Boer War?,The Anglo-Boer War
What is another name for the Anglo-Boer War?,South African War
Who controlled the lucrative Witwatersrand gold mines before the Anglo-Boer War?,"The British (implied, as it was a point of contention in the war)"
When did the British occupation of the Cape Colony become permanent?,The British occupation of the Cape Colony became permanent after British forces defeated the Dutch at the Battle of Blaauwberg in 1806.
What was the demographic composition of the Cape Colony at the time it came under British rule?,"At the time, the colony was home to a relative majority of old Dutch families brought to the Cape during the late 17th and early 18th centuries. Close to one-fourth of this demographic was of German origin, and one-sixth were of French Huguenot descent."
Who were the Boers?,The Boers were itinerant farmers who lived on the colony's frontiers and sought better pastures for their livestock.
Why did many Boers migrate away from British rule between 1836 and 1852?,"Many Boers migrated away from British rule because they were dissatisfied with aspects of British administration, particularly Britain's abolition of slavery in 1834. This law would have affected Boers who used forced labor as they would be unable to collect compensation for their slaves."
Which two independent Boer republics were established in the vast eastern interior?,South African Republic (Transvaal Republic) and Orange Free State.
When was gold first discovered in the Witwatersrand area of the South African Republic?,Gold was first discovered in June 1884.
What resource made Transvaal the richest nation in southern Africa?,Gold
Who were the foreigners that immigrated to the Boer region in search of fortune and employment in the Transvaal?,English-speaking men from Britain (uitlanders)
Who attempted an uprising in Johannesburg but was captured before reaching the city?,Jameson's men
What would have been the consequence for the Boers if they had granted full voting rights to the uitlanders?,They would eventually lose ethnic Boer control.
Who demanded full voting rights and representation for uitlanders residing in the Transvaal?,Joseph Chamberlain
Who issued an ultimatum to the British government regarding troops on the borders of both the Transvaal and the Orange Free State?,Paul Kruger
Who annexed Basutoland in the Drakensberg Mountains?,Britain
Which two states did Britain attempt to annex in 1899?,The South African Republic and the Orange Free State
What territory did Britain annex in 1885?,Bechuanaland
Who were the skilful fighters in the First Boer War of 1880–1881?,The Boers of the Transvaal Republic
Who discovered the world's largest deposit of gold-bearing ore in 1884?,Jan Gerrit Bantjes
Where did the city of Johannesburg initially spring up as a shanty town in 1884?,On the Witwatersrand (a large ridge south of Pretoria)
Who built a railway proposal that caused tension between the Transvaal government and British interests?,Bered Kruger proposed building a railway.
Which ports would be avoided if Bered Kruger's proposed railway was built?,The railway proposal aimed to bypass British-controlled ports in Natal and Cape Town.
Who was the Prime Minister of the Cape Colony at the time mentioned in the text?,The Prime Minister of the Cape Colony was Cecil Rhodes.
Who led a column of armed men towards Johannesburg in 1895 as per the text?,"Jameson, the Administrator in Rhodesia of the British South Africa Company, led a column of armed men towards Johannesburg."
Who led the Jameson Raid?,Leander Starr Jameson
Where was the Jameson Raid surrendered after being tracked down?,"Near Krugersdorp, within sight of Johannesburg."
"Who sent the telegram known as ""the Kruger telegram"" and what was its significance?","The German Kaiser sent the telegram congratulating President Kruger and the government of the South African Republic on their success, and it had a significant impact by generating a storm of anti-German feeling in Britain."
What were the telegrams found in the baggage of the raiding column from Johannesburg?,The telegrams found in the baggage of the raiding column were from Cecil Rhodes and the other plotters in Johannesburg.
"Who was the person forced to resign as Prime Minister of the Cape and as Chairman of the British South Africa Company, for having sponsored a failed coup d'état?",Cecil Rhodes
Who was later named Prime Minister of the Cape Colony after serving 15 months imprisonment in England for his role in the raid?,Leander Starr Jameson
Who were found guilty of high treason due to the Jameson Raid?,The uitlander members of the Reform Committee (Transvaal)
"What was the original sentence for the convicted leaders of the Jameson Raid, and who eventually paid their fines?","The original sentence was death by hanging, but it was commuted to 15 years' imprisonment. Cecil Rhodes paid the fines for other members of the committee when they were released in June 1896."
Who were the aggressors in the historical event mentioned?,"The text does not specify who the aggressors were. However, it seems they were involved in a conflict with the Boers (defenders)."
What was the name of the weapon most commonly used by the Boers during earlier conflicts?,The Boers most commonly used the British Westley Richards falling-block breech-loader.
What type of rifle did Kruger re-equip the Transvaal army with?,Kruger re-equipped the Transvaal army with the 7x57 mm Mauser Model 1895 rifles.
Which rifles were used by some Transvaal commandos due to a disadvantage of large smoke puff after firing?,Some Transvaal commandos used the Martini-Henry Mark III because of the large puff of white smoke after firing.
What kind of ammunition did the Boers use during the Second Boer War?,The Boers primarily relied on the captured Lee-Metfords.
Did many Boers use bayonets during the Second Boer War?,"Regardless of the rifle, few of the Boers used bayonets."
Who was the President of the Transvaal during the time period discussed in the text?,The President of the Transvaal during this time period was Paul Kruger.
What was one major problem that the victory in the Jameson Raid incident failed to resolve for President Kruger?,"One major problem that the victory in the Jameson Raid incident failed to resolve for President Kruger was finding a formula to conciliate the uitlanders (foreigners), without surrendering the independence of the Transvaal."
Who favored the annexation of the Boer republics and why?,"The British government favored the annexation of the Boer republics because they believed the Boers would be quickly defeated, citing the uitlanders' grievances as the motivation for the conflict."
Who was the Prime Minister of the United Kingdom during the war and what were his reasons for leading the country to war?,"Lord Salisbury was the Prime Minister of the United Kingdom during the war. He led the country to war in order to preserve the British Empire's prestige, feel a sense of obligation to British South Africans, and detested the Boers' treatment of native Africans."
"Who expressed concern about the Anglo-Boer War being ""really in the interest of slavery""?",Salisbury
Why did Secretary of State for War Lansdowne decline to send substantial reinforcements to South Africa before war broke out?,"He believed that if Britain were to send large numbers of troops, it would strike too aggressive a posture and possibly derail a negotiated settlement—or even encourage a Boer attack."
Who issued an ultimatum in October 1899?,President Paul Kruger
What was the ultimatum regarding?,"Withdrawal of British troops from the border of Transvaal within 48 hours, or else war would be declared by Transvaal and Orange Free State."
Who was Kruger and what event did he ask for war about?,"Paul Kruger, the South African leader of the Transvaal Boers, asked for war in relation to the ultimatum sent to the British Government during the Second Boer War."
What were the views of the British government and the army regarding the ultimatum given by Kruger?,"The British government and the army had views that were far from those denounced in the press, as they did not see it as a 'grotesque challenge'. Instead, they saw it as a matter of pressing concern for army reform since the 1870s, although they constantly put off dealing with it due to public unwillingness for the expense of a larger, more professional army."
Who told Queen Victoria that Britain had no army capable of meeting a second-class Continental Power?,Lord Salisbury
"What was the name given to the Field Force mobilized in September 1899, which was sent to Cape Town during the impending war with the Boer republics?",Army Corps (or 1st Army Corps)
Who were the main combatants during the Second Boer War?,The Boers (representing the two Boer Republics) and the British Empire.
What did the members of the Boer militias typically wear in battle during the Second Boer War?,"Most Boers did not have uniforms or insignia, only the members of the Staatsartillerie wore light green uniforms."
What did Boers use as their primary weapon during the Second Boer War?,"The Boers used a Martini-Henry rifle, usually a hunting rifle, during the Second Boer War."
How many men could the commandos muster between the Presidents of the Transvaal and Orange Free State signed their decrees to concentrate?,"The commandos could muster between 30,000 and 40,000 men after the Presidents of the Transvaal and Orange Free State signed their decrees to concentrate."
What kind of soldiers were the average Boers in their commandos?,The average Boers in their commandos were farmers who had spent almost all their working life in the saddle.
"What was a major sport among the Boer community during gatherings, as mentioned in the text?",Target shooting was a major sport among the Boer community during gatherings.
Who were the first to strike during the invasion that led to the Battle of Kraaipan?,The Boers
"What was the extent and efficiency level of the intelligence service operating in South Africa during the time of the Boer Wars, as the British were yet unaware?",The intelligence service stretched across South Africa and its extent and efficiency were as yet unaware to the British.
When did the first major clash of the Anglo-Boer War occur?,"The first major clash of the Anglo-Boer War occurred on October 20, 1899."
Where was the Battle of Talana Hill fought during the Anglo-Boer War?,"The Battle of Talana Hill was fought at Dundee (or Glencoe), a coal-mining town in South Africa."
Who were among the British casualties during the Battle of Elandslaagte?,Penn Symons
What was the outcome of the major sortie ordered by Sir George White against Boer positions in Ladysmith?,The result was a disaster.
Who was defending Mafeking during the siege mentioned in the text?,Colonel Robert Baden-Powell
How many Boer forces attempted an assault on Mafeking during the siege mentioned in the text?,"6,000"
Where did the 17-day siege of Mafeking take place?,Mafeking
What was the approximate number of Boer forces that began the siege of Kimberley?,"About 7,500 Boers"
Which cities were under siege during the Second Boer War and faced food scarcity?,"Mafeking, Ladysmith, and Kimberley"
What event led to a panic among the townspeople in Kimberley during its siege?,The display of a notice encouraging people to go down into shafts of the Kimberley Mine for protection due to expected intense bombardment.
"Who was sheltered in the Sanatorium, site of the present-day McGregor Museum?",Cecil Rhodes
What was a significant strategic mistake committed by the Boers during the First Boer War?,The decision to commit themselves to sieges (Sitzkrieg)
Who arrived in South Africa on 31 October 1899 with the Army Corps?,General Sir Redvers Henry Buller
What were the British troops in South Africa intending to do according to General Buller before they found themselves under siege?,They intended an offensive straight up the railway line leading from Cape Town through Bloemfontein to Pretoria.
Who led the major part of the army corps during the offensive towards Stormberg?,Buller
Where did the Battle of Modder River take place in relation to Stormberg and Ladysmith?,"The Battle of Modder River was a larger engagement that took place on 28 November, and it occurred east of Stormberg towards Ladysmith."
Who were the opponents of the British troops during the war mentioned?,The Boer forces
What was one of the important battles that happened during Black Week (10–15 December 1899)?,The Battle of Stormberg
Who were the soldiers that attempted to capture a Boer position in the Battle of Magersfontein on 11 December?,The soldiers that attempted to capture a Boer position in the Battle of Magersfontein on 11 December were British troops.
Who were the commanders responsible for the successful defense of the Boer position at the Battle of Magersfontein?,The commanders responsible for the successful defense of the Boer position at the Battle of Magersfontein were Koos de la Rey and Cronjé.
"Who was the commander of the 21,000 British troops at the Second Battle of Colenso on 15 December?","The commander of the 21,000 British troops at the Second Battle of Colenso on 15 December was Buller."
